merchant,industry,first_charge_date,country,business_size,subscription_volume,checkout_volume,payment_link_volume,total_volume,last_transaction_date,subscription_share,tenure_days
f395b47e,Grocery & food stores,2041-03-24 00:00:00+00:00,GB,small,301642,0,0,1307108,2042-06-13 00:00:00+00:00,0.23077052546537852,455.0
0d606830,Grocery & food stores,2041-03-05 00:00:00+00:00,SG,small,0,0,0,29279226,2042-03-04 00:00:00+00:00,0.0,474.0
0173df31,Personal services,2041-04-14 00:00:00+00:00,US,small,0,0,0,5530000,2042-06-10 00:00:00+00:00,0.0,434.0
5948dccd,"Religion, politics & other memberships",2041-03-08 00:00:00+00:00,GB,small,0,1243050,0,1243050,2042-06-22 00:00:00+00:00,0.0,471.0
c73dd13d,"Religion, politics & other memberships",2041-03-24 00:00:00+00:00,MY,small,0,0,0,1044867,2042-06-20 00:00:00+00:00,0.0,455.0
31942071,Business services,2041-03-05 00:00:00+00:00,MX,small,0,0,0,27603,2042-06-11 00:00:00+00:00,0.0,474.0
7862aa25,Business services,2041-03-02 00:00:00+00:00,US,small,1956200,0,0,452825362,2042-06-22 00:00:00+00:00,0.004319987713055701,477.0
9057b528,Others,2041-03-28 00:00:00+00:00,BE,small,0,0,0,425211,2042-06-22 00:00:00+00:00,0.0,451.0
d9f3a034,Leisure,2041-03-31 00:00:00+00:00,GB,small,4395141,4586260,10964746,15565494,2042-05-20 00:00:00+00:00,0.2823643759716203,448.0
55c04af7,Food & drink,2041-03-21 00:00:00+00:00,IT,small,0,335321,0,335321,2042-04-08 00:00:00+00:00,0.0,458.0
fce5f7cd,Food & drink,2041-03-19 00:00:00+00:00,US,small,0,0,0,70625939,2042-06-22 00:00:00+00:00,0.0,460.0
6b928e1c,Charity,2041-03-17 00:00:00+00:00,US,small,534600,0,0,5811100,2042-06-22 00:00:00+00:00,0.0919963518094681,462.0
651847b7,Food & drink,2041-03-08 00:00:00+00:00,GB,small,0,361200,0,361200,2042-06-22 00:00:00+00:00,0.0,471.0
a504184e,Specialty retail,2041-04-29 00:00:00+00:00,US,small,0,349610,0,349610,2042-04-11 00:00:00+00:00,0.0,419.0
37cd2e51,Food & drink,2041-04-05 00:00:00+00:00,US,small,0,0,0,1740400,2042-06-14 00:00:00+00:00,0.0,443.0
b5b56844,Others,2041-04-16 00:00:00+00:00,US,small,0,0,0,155303,2042-06-22 00:00:00+00:00,0.0,432.0
dbca587e,Cosmetics,2041-03-12 00:00:00+00:00,ES,small,3050754,0,0,29250297,2042-06-21 00:00:00+00:00,0.10429822302317135,467.0
33780286,Clothing & accessory,2041-03-30 00:00:00+00:00,MX,small,0,0,0,229915862,2042-06-22 00:00:00+00:00,0.0,449.0
104aceb8,Personal services,2041-03-21 00:00:00+00:00,AU,small,3721320,0,0,12484567,2042-06-22 00:00:00+00:00,0.2980736136063029,458.0
25d52aae,"Religion, politics & other memberships",2041-04-20 00:00:00+00:00,CA,small,0,0,0,23766506,2041-09-21 00:00:00+00:00,0.0,428.0
624eb6bf,Automotive parts and repair/service shops,2041-04-03 00:00:00+00:00,US,small,0,0,0,1160671,2042-06-22 00:00:00+00:00,0.0,445.0
3adb3ffb,Education,2041-03-09 00:00:00+00:00,CH,small,0,0,0,390380,2042-06-22 00:00:00+00:00,0.0,470.0
d27d9e30,Specialty retail,2041-04-09 00:00:00+00:00,AT,small,0,0,0,1245474,2042-06-17 00:00:00+00:00,0.0,439.0
33ca5fa3,Clothing & accessory,2041-04-27 00:00:00+00:00,BE,small,0,0,0,63681,2041-08-03 00:00:00+00:00,0.0,421.0
6c3dab01,Travel & lodging,2041-03-10 00:00:00+00:00,US,small,0,33761422,0,58048043,2042-06-22 00:00:00+00:00,0.0,469.0
03c55feb,"Religion, politics & other memberships",2041-03-15 00:00:00+00:00,MT,small,0,0,0,4089184,2042-06-22 00:00:00+00:00,0.0,464.0
7efdf375,Business services,2041-03-08 00:00:00+00:00,US,small,0,0,0,147728,2041-07-23 00:00:00+00:00,0.0,471.0
dbeabf01,Furnishing,2041-03-10 00:00:00+00:00,GB,small,0,0,0,649910,2042-06-21 00:00:00+00:00,0.0,469.0
406ce8dc,Leisure,2041-04-25 00:00:00+00:00,GB,small,1800099,0,0,3099477,2042-06-01 00:00:00+00:00,0.5807750791504502,423.0
5d71b273,Clothing & accessory,2041-03-08 00:00:00+00:00,FR,small,0,0,0,10175778,2042-06-22 00:00:00+00:00,0.0,471.0
22d27a19,"Religion, politics & other memberships",2041-03-07 00:00:00+00:00,AU,small,0,21093200,0,21093200,2042-06-22 00:00:00+00:00,0.0,472.0
d321552b,Software,2041-03-10 00:00:00+00:00,DE,small,0,0,0,3901771,2042-04-03 00:00:00+00:00,0.0,469.0
e1e86609,Charity,2041-03-16 00:00:00+00:00,GB,small,0,186113,0,186113,2042-06-17 00:00:00+00:00,0.0,463.0
f5713a9a,Clothing & accessory,2041-03-10 00:00:00+00:00,MX,small,0,0,0,980260,2042-06-20 00:00:00+00:00,0.0,469.0
8082c796,Grocery & food stores,2041-03-31 00:00:00+00:00,GB,small,0,0,0,161908,2041-10-19 00:00:00+00:00,0.0,448.0
7989c9ac,Merchandise,2041-04-03 00:00:00+00:00,IT,small,0,0,0,3041843,2042-06-20 00:00:00+00:00,0.0,445.0
c36e7f06,Personal services,2041-03-18 00:00:00+00:00,US,small,0,0,0,6930000,2042-06-22 00:00:00+00:00,0.0,461.0
51261547,"Religion, politics & other memberships",2041-04-12 00:00:00+00:00,GB,small,1133365,0,0,1133365,2042-06-04 00:00:00+00:00,1.0,436.0
b596b371,Furnishing,2041-03-10 00:00:00+00:00,NL,small,0,0,0,3193625,2042-06-22 00:00:00+00:00,0.0,469.0
8b8858d2,Digital goods,2041-03-11 00:00:00+00:00,GB,small,0,36480398,0,36561028,2042-06-22 00:00:00+00:00,0.0,468.0
cd6834ac,Grocery & food stores,2041-04-05 00:00:00+00:00,BR,small,0,0,0,1159968,2042-05-20 00:00:00+00:00,0.0,443.0
8b3e2143,Digital goods,2041-03-19 00:00:00+00:00,US,small,0,0,0,387500,2041-07-20 00:00:00+00:00,0.0,460.0
8a674326,Merchandise,2041-03-11 00:00:00+00:00,GB,small,0,0,0,400815,2041-07-17 00:00:00+00:00,0.0,468.0
5c2547a9,Business services,2041-03-13 00:00:00+00:00,US,small,3559912,0,0,3599912,2042-06-22 00:00:00+00:00,0.9888886172773113,466.0
6753e43c,Business services,2041-03-16 00:00:00+00:00,EE,small,420000,0,0,420000,2042-06-01 00:00:00+00:00,1.0,463.0
23b2436a,Business services,2041-03-16 00:00:00+00:00,GB,small,0,0,0,79794,2041-05-06 00:00:00+00:00,0.0,463.0
9ed23330,"Religion, politics & other memberships",2041-03-15 00:00:00+00:00,US,medium,0,0,0,30142900,2042-06-17 00:00:00+00:00,0.0,464.0
a2b34d74,Business services,2041-05-01 00:00:00+00:00,US,small,0,0,0,43000,2041-07-23 00:00:00+00:00,0.0,417.0
f83b440a,Grocery & food stores,2041-04-20 00:00:00+00:00,GB,small,0,0,0,5510764,2042-06-22 00:00:00+00:00,0.0,428.0
22d784b9,Others,2041-03-19 00:00:00+00:00,FR,small,0,0,0,483317,2042-06-06 00:00:00+00:00,0.0,460.0
381aacd7,Automotive parts and repair/service shops,2041-03-14 00:00:00+00:00,CA,small,0,0,0,1722316,2041-08-01 00:00:00+00:00,0.0,465.0
ecfaceb1,Software,2041-03-18 00:00:00+00:00,AT,small,0,0,553691,15533441,2042-06-22 00:00:00+00:00,0.0,461.0
51f10975,Food & drink,2041-03-25 00:00:00+00:00,CH,small,0,0,0,765964,2042-06-18 00:00:00+00:00,0.0,454.0
b3c7deab,Clothing & accessory,2041-03-18 00:00:00+00:00,US,small,0,0,0,1261823,2042-06-16 00:00:00+00:00,0.0,461.0
bce555ad,Merchandise,2041-05-01 00:00:00+00:00,AU,small,0,0,0,1096942,2042-06-15 00:00:00+00:00,0.0,417.0
86c65d4c,Education,2041-04-30 00:00:00+00:00,FR,small,0,0,0,331589,2042-06-08 00:00:00+00:00,0.0,418.0
4cb4b0bb,Personal services,2041-03-23 00:00:00+00:00,CA,small,0,0,0,9768127,2042-06-22 00:00:00+00:00,0.0,456.0
8deff5e9,Clothing & accessory,2041-03-19 00:00:00+00:00,US,small,0,0,0,703772,2042-06-21 00:00:00+00:00,0.0,460.0
fac3b88e,Food & drink,2041-03-28 00:00:00+00:00,US,small,0,0,0,594201,2042-06-19 00:00:00+00:00,0.0,451.0
254d7823,Software,2041-04-06 00:00:00+00:00,US,small,0,1956000,0,1956000,2042-03-19 00:00:00+00:00,0.0,442.0
3e1e6c6d,Furnishing,2041-03-26 00:00:00+00:00,DE,small,0,0,0,2639083,2042-06-22 00:00:00+00:00,0.0,453.0
ec56aa7e,Charity,2041-04-28 00:00:00+00:00,AU,small,0,816577,0,816577,2042-04-30 00:00:00+00:00,0.0,420.0
be5b87a8,Others,2041-03-28 00:00:00+00:00,CY,small,0,0,0,1457207,2042-01-18 00:00:00+00:00,0.0,451.0
91a08bbc,Clothing & accessory,2041-03-31 00:00:00+00:00,FR,small,0,0,0,995456,2042-06-22 00:00:00+00:00,0.0,448.0
df756aa8,Specialty retail,2041-04-05 00:00:00+00:00,ES,small,0,0,0,2041026,2042-06-19 00:00:00+00:00,0.0,443.0
305de598,Business services,2041-03-30 00:00:00+00:00,US,small,0,0,0,383368,2042-06-21 00:00:00+00:00,0.0,449.0
b2cf44d4,Personal services,2041-03-27 00:00:00+00:00,GB,small,0,1813530,0,1813530,2042-06-22 00:00:00+00:00,0.0,452.0
3f8dee71,Transportation & car rental,2041-03-26 00:00:00+00:00,US,small,0,0,0,7212410,2042-06-22 00:00:00+00:00,0.0,453.0
5aad2381,Rentals,2041-03-31 00:00:00+00:00,GB,small,0,0,0,5960773,2042-06-06 00:00:00+00:00,0.0,448.0
eb04577a,Travel & lodging,2041-03-27 00:00:00+00:00,CA,small,0,0,0,8106046,2042-06-22 00:00:00+00:00,0.0,452.0
17d4e250,Education,2041-04-14 00:00:00+00:00,IN,small,0,687,0,688,2042-02-22 00:00:00+00:00,0.0,434.0
f59da756,Charity,2041-03-29 00:00:00+00:00,NL,small,0,0,0,6655,2041-05-13 00:00:00+00:00,0.0,450.0
b5b9f571,"Religion, politics & other memberships",2041-03-29 00:00:00+00:00,HU,small,0,13771738,0,13803517,2042-06-22 00:00:00+00:00,0.0,450.0
ebed02ad,Personal services,2041-03-29 00:00:00+00:00,JP,small,0,0,0,414020,2042-06-21 00:00:00+00:00,0.0,450.0
4af7ad84,Ticketing & events,2041-04-19 00:00:00+00:00,MX,small,0,148756800,0,148941200,2042-06-22 00:00:00+00:00,0.0,429.0
79c33ad5,Ticketing & events,2041-03-30 00:00:00+00:00,GB,small,0,3888104,0,18710684,2042-06-22 00:00:00+00:00,0.0,449.0
3b0d8b14,Software,2041-03-30 00:00:00+00:00,CA,small,0,0,0,5063500,2042-06-21 00:00:00+00:00,0.0,449.0
ce3e1cdb,Food & drink,2041-03-31 00:00:00+00:00,AU,small,0,0,0,43163891,2042-06-22 00:00:00+00:00,0.0,448.0
f6a80ae6,Food & drink,2041-03-31 00:00:00+00:00,FI,small,0,0,0,2194772,2042-06-21 00:00:00+00:00,0.0,448.0
7693f105,"Religion, politics & other memberships",2041-04-13 00:00:00+00:00,US,small,0,0,0,24300,2042-03-17 00:00:00+00:00,0.0,435.0
aebf47f1,Clothing & accessory,2041-04-07 00:00:00+00:00,GB,small,0,1375424,0,1375424,2042-06-21 00:00:00+00:00,0.0,441.0
36c7d726,Business services,2041-04-13 00:00:00+00:00,GB,small,12987,0,0,3238371,2042-04-16 00:00:00+00:00,0.0040103496480174755,435.0
6b0b19b3,Merchandise,2041-04-15 00:00:00+00:00,NL,small,0,0,0,4141405,2041-12-06 00:00:00+00:00,0.0,433.0
d98c342d,Food & drink,2041-04-02 00:00:00+00:00,US,small,0,0,0,1230771,2042-06-19 00:00:00+00:00,0.0,446.0
c203958e,Rentals,2041-05-01 00:00:00+00:00,US,small,0,0,0,19296,2041-09-01 00:00:00+00:00,0.0,417.0
2a239dee,Food & drink,2041-04-07 00:00:00+00:00,GB,small,0,0,0,4305429,2042-06-22 00:00:00+00:00,0.0,441.0
6365457,Food & drink,2041-04-07 00:00:00+00:00,ES,small,0,0,0,84128,2042-04-07 00:00:00+00:00,0.0,441.0
bca5f063,Others,2041-05-01 00:00:00+00:00,FR,small,0,0,0,17088,2042-03-30 00:00:00+00:00,0.0,417.0
0235e81d,Clothing & accessory,2041-04-06 00:00:00+00:00,SI,small,0,0,0,4491299,2042-06-22 00:00:00+00:00,0.0,442.0
8a126ee0,Specialty retail,2041-04-18 00:00:00+00:00,ES,small,0,0,0,55313,2042-06-13 00:00:00+00:00,0.0,430.0
7ac9cb9e,Merchandise,2041-04-08 00:00:00+00:00,ES,small,0,0,0,425724,2042-05-20 00:00:00+00:00,0.0,440.0
fd87f37b,Food & drink,2041-04-09 00:00:00+00:00,GB,small,0,19891305,0,19891305,2042-06-12 00:00:00+00:00,0.0,439.0
772d47dd,Merchandise,2041-04-27 00:00:00+00:00,DE,small,0,0,0,6576345,2042-06-22 00:00:00+00:00,0.0,421.0
6a8c9305,Ticketing & events,2041-04-14 00:00:00+00:00,US,small,0,0,0,761550,2042-06-21 00:00:00+00:00,0.0,434.0
7649abe2,Merchandise,2041-04-25 00:00:00+00:00,GB,small,0,0,0,393938,2042-04-18 00:00:00+00:00,0.0,423.0
3fac2bf2,Education,2041-04-09 00:00:00+00:00,ES,small,0,0,0,115627789,2042-05-19 00:00:00+00:00,0.0,439.0
aed0ec84,Business services,2041-04-21 00:00:00+00:00,GB,small,0,0,0,8680115,2042-06-22 00:00:00+00:00,0.0,427.0
5148a7fd,Clothing & accessory,2041-04-19 00:00:00+00:00,FR,small,0,0,9032,3181803,2042-06-14 00:00:00+00:00,0.0,429.0
27fbe0aa,Business services,2041-04-23 00:00:00+00:00,US,small,321301862,0,0,328596275,2042-06-22 00:00:00+00:00,0.9778012912653985,425.0
de9cd5c5,Personal services,2041-04-13 00:00:00+00:00,PL,small,0,0,0,335427,2041-06-09 00:00:00+00:00,0.0,435.0
46582a2e,"Medical services, drugs, testing labs & equipment medium",2041-04-13 00:00:00+00:00,IT,small,0,0,0,7125461,2042-06-22 00:00:00+00:00,0.0,435.0
6ab0ade5,Specialty retail,2041-04-12 00:00:00+00:00,IT,small,0,0,0,1493330,2042-06-22 00:00:00+00:00,0.0,436.0
6b52520c,Food & drink,2041-04-15 00:00:00+00:00,GB,small,0,0,0,211110,2041-07-25 00:00:00+00:00,0.0,433.0
e77e1e1b,Digital goods,2041-04-12 00:00:00+00:00,FR,small,0,7647997,0,7647997,2042-06-22 00:00:00+00:00,0.0,436.0
84f53618,Food & drink,2041-04-13 00:00:00+00:00,GB,small,0,0,0,1943983,2042-04-26 00:00:00+00:00,0.0,435.0
efb30d42,Others,2041-04-19 00:00:00+00:00,GB,small,0,0,0,26063941,2042-06-22 00:00:00+00:00,0.0,429.0
f5c9f503,Leisure,2041-04-22 00:00:00+00:00,IE,small,0,0,0,2694846,2041-07-02 00:00:00+00:00,0.0,426.0
c2ec89ac,Leisure,2041-04-21 00:00:00+00:00,CH,small,0,0,0,109246,2041-09-12 00:00:00+00:00,0.0,427.0
acb3829a,Grocery & food stores,2041-04-20 00:00:00+00:00,IT,small,0,0,0,2349231,2042-06-22 00:00:00+00:00,0.0,428.0
13325d50,Art & photography,2041-04-16 00:00:00+00:00,US,small,2083940,0,0,4444940,2042-06-20 00:00:00+00:00,0.4688342249839143,432.0
a3dc757d,Food & drink,2041-04-19 00:00:00+00:00,GB,small,0,0,0,1546833,2042-06-22 00:00:00+00:00,0.0,429.0
b974d0bc,Rentals,2041-05-01 00:00:00+00:00,FR,small,0,0,0,2404,2041-05-01 00:00:00+00:00,0.0,417.0
5ddde80f,Personal services,2041-04-21 00:00:00+00:00,AE,small,11910043,0,3455937,12024305,2042-06-21 00:00:00+00:00,0.9904974133640156,427.0
0fbc591d,Clothing & accessory,2041-04-20 00:00:00+00:00,IT,small,0,0,0,3228780,2042-06-22 00:00:00+00:00,0.0,428.0
e8f78ce0,Leisure,2041-04-22 00:00:00+00:00,US,small,0,0,0,3080400,2042-05-08 00:00:00+00:00,0.0,426.0
6441cb53,Ticketing & events,2041-04-30 00:00:00+00:00,NO,small,0,15239029,0,15261394,2042-06-22 00:00:00+00:00,0.0,418.0
b5853799,Grocery & food stores,2041-04-21 00:00:00+00:00,US,small,0,0,0,336115,2041-08-15 00:00:00+00:00,0.0,427.0
3bbd7199,Clothing & accessory,2041-04-27 00:00:00+00:00,SK,small,0,0,0,49379,2041-07-07 00:00:00+00:00,0.0,421.0
573d8532,Ticketing & events,2041-04-26 00:00:00+00:00,IT,small,0,0,0,56733842,2042-06-22 00:00:00+00:00,0.0,422.0
b843a9bb,"Religion, politics & other memberships",2041-04-27 00:00:00+00:00,ES,small,0,7825301,0,7825301,2042-06-22 00:00:00+00:00,0.0,421.0
88872017,Clothing & accessory,2041-04-24 00:00:00+00:00,GB,small,0,0,0,273585,2041-05-07 00:00:00+00:00,0.0,424.0
0509dd1c,Business services,2041-05-01 00:00:00+00:00,FR,small,15000,15000,0,15000,2041-07-09 00:00:00+00:00,1.0,417.0
09d27069,Clothing & accessory,2041-05-01 00:00:00+00:00,AU,small,0,0,0,49445,2041-05-25 00:00:00+00:00,0.0,417.0
03b2621c,Travel & lodging,2041-04-28 00:00:00+00:00,ES,small,0,0,0,880232,2042-04-14 00:00:00+00:00,0.0,420.0
db428519,Food & drink,2041-04-28 00:00:00+00:00,CA,small,0,0,0,1277360,2042-02-01 00:00:00+00:00,0.0,420.0
d5577420,Personal services,2041-04-27 00:00:00+00:00,US,small,18000,0,21000,307333,2041-09-06 00:00:00+00:00,0.05856839324120742,421.0
ede6e5d9,Travel & lodging,2041-04-27 00:00:00+00:00,IT,small,0,0,0,4131885,2042-06-20 00:00:00+00:00,0.0,421.0
2128190b,Others,2041-04-29 00:00:00+00:00,US,small,0,0,0,743775858,2042-06-22 00:00:00+00:00,0.0,419.0
6aff7f65,Rentals,2041-04-28 00:00:00+00:00,IT,small,0,307409,0,9599782,2042-06-22 00:00:00+00:00,0.0,420.0
8f298a88,"Religion, politics & other memberships",2041-04-28 00:00:00+00:00,GB,small,0,0,0,2572939,2042-06-22 00:00:00+00:00,0.0,420.0
f573acf9,Software,2041-04-30 00:00:00+00:00,IT,small,0,4924990,0,4924990,2041-06-01 00:00:00+00:00,0.0,418.0
1cf603b8,Food & drink,2041-04-29 00:00:00+00:00,GB,small,0,0,0,48788,2041-11-14 00:00:00+00:00,0.0,419.0
c9b2b1c8,Others,2041-05-01 00:00:00+00:00,US,small,0,0,0,42251988,2042-06-13 00:00:00+00:00,0.0,417.0
ef6cc792,"Medical services, drugs, testing labs & equipment medium",2041-05-01 00:00:00+00:00,US,small,6000,0,0,4009754,2042-06-20 00:00:00+00:00,0.0014963511477262695,417.0
9ca17b9c,Others,2041-05-01 00:00:00+00:00,IN,small,0,0,0,1032,2041-05-01 00:00:00+00:00,0.0,417.0
c6326a7c,Business services,2041-05-01 00:00:00+00:00,ES,small,0,0,0,10182,2042-04-27 00:00:00+00:00,0.0,417.0
24a8993f,Others,2041-05-01 00:00:00+00:00,US,small,5300,0,0,10600,2041-06-01 00:00:00+00:00,0.5,417.0
3df50154,Personal services,2041-05-01 00:00:00+00:00,US,small,0,916100,0,1703800,2042-06-17 00:00:00+00:00,0.0,417.0
c3b6ba86,Transportation & car rental,2041-05-01 00:00:00+00:00,GB,small,0,0,0,64103,2041-06-05 00:00:00+00:00,0.0,417.0
2249f34d,Charity,2033-04-18 00:00:00+00:00,US,small,921800,0,0,921800,2042-06-13 00:00:00+00:00,1.0,3352.0
4bababb6,Digital goods,2033-02-25 00:00:00+00:00,US,small,2842810,0,0,2842810,2042-06-17 00:00:00+00:00,1.0,3404.0
0fd6476e,Business services,2033-11-06 00:00:00+00:00,CA,small,0,0,0,211169,2042-06-01 00:00:00+00:00,0.0,3150.0
9c1fe4c2,"Religion, politics & other memberships",2037-12-22 00:00:00+00:00,GB,small,7738076,0,0,7738076,2042-06-19 00:00:00+00:00,1.0,1643.0
1aca5b3b,Digital goods,2035-07-16 00:00:00+00:00,GB,small,0,0,0,6976986,2042-06-22 00:00:00+00:00,0.0,2533.0
2b922d93,Charity,2033-05-11 00:00:00+00:00,US,small,185000,0,0,1909500,2042-06-21 00:00:00+00:00,0.0968840010473946,3329.0
d261937b,Business services,2033-04-08 00:00:00+00:00,CA,small,0,0,0,47367935,2042-06-21 00:00:00+00:00,0.0,3362.0
9cf73372,Software,2033-04-05 00:00:00+00:00,US,small,0,0,0,1003753,2042-06-14 00:00:00+00:00,0.0,3365.0
cc0c88dc,Software,2033-05-08 00:00:00+00:00,US,small,1860707,0,29990,1860707,2042-06-22 00:00:00+00:00,1.0,3332.0
4db481fd,Education,2033-07-10 00:00:00+00:00,US,small,0,8746205,0,21558169,2042-06-22 00:00:00+00:00,0.0,3269.0
14d5380f,Software,2033-05-23 00:00:00+00:00,US,small,173229958,0,0,176011243,2042-06-22 00:00:00+00:00,0.9841982537445065,3317.0
898cb3cc,Software,2034-10-13 00:00:00+00:00,GB,small,0,0,0,4885494,2042-06-21 00:00:00+00:00,0.0,2809.0
a3ba3bdb,Software,2033-06-14 00:00:00+00:00,US,small,21729020,0,0,22475820,2042-06-22 00:00:00+00:00,0.9667731811342145,3295.0
7cc7f95b,Software,2033-06-18 00:00:00+00:00,US,small,7969479,0,0,7969479,2042-06-22 00:00:00+00:00,1.0,3291.0
475eeb04,Business services,2033-06-05 00:00:00+00:00,US,small,0,0,0,19947750,2042-06-02 00:00:00+00:00,0.0,3304.0
878ff5b3,Software,2033-07-16 00:00:00+00:00,US,small,170000,0,0,7597566,2042-06-19 00:00:00+00:00,0.022375587128825206,3263.0
b4665606,Software,2035-04-24 00:00:00+00:00,US,small,12676330,0,0,13968043,2042-06-22 00:00:00+00:00,0.907523695337994,2616.0
df47bd12,Charity,2035-10-10 00:00:00+00:00,US,small,0,0,0,114753497,2042-06-22 00:00:00+00:00,0.0,2447.0
2f8e9225,Software,2034-06-03 00:00:00+00:00,US,small,0,0,0,2230923,2042-06-22 00:00:00+00:00,0.0,2941.0
8bb04ef9,Software,2034-05-16 00:00:00+00:00,US,small,12125754,0,0,16427287,2042-06-22 00:00:00+00:00,0.7381470841776856,2959.0
bc9a0acc,Art & photography,2034-01-14 00:00:00+00:00,US,small,0,0,0,80701882,2042-06-22 00:00:00+00:00,0.0,3081.0
cb1be9c7,Education,2033-08-10 00:00:00+00:00,US,small,0,0,0,24319400,2042-06-20 00:00:00+00:00,0.0,3238.0
b99318bc,Art & photography,2034-11-26 00:00:00+00:00,US,small,0,0,0,1087995,2042-05-26 00:00:00+00:00,0.0,2765.0
c30d0937,Business services,2033-09-05 00:00:00+00:00,US,small,10900900,0,0,20041442,2042-06-06 00:00:00+00:00,0.5439179476207351,3212.0
120d7c53,Software,2033-08-12 00:00:00+00:00,GB,small,0,0,0,6466584,2042-06-22 00:00:00+00:00,0.0,3236.0
e3e945fe,Digital goods,2033-09-02 00:00:00+00:00,US,small,401000,0,0,401000,2042-06-10 00:00:00+00:00,1.0,3215.0
76c03259,Education,2033-10-22 00:00:00+00:00,IE,small,12309401,10485915,0,12799404,2042-06-22 00:00:00+00:00,0.9617167330603831,3165.0
7c8a6daf,Software,2034-02-12 00:00:00+00:00,US,small,4255866,0,0,4255866,2042-06-22 00:00:00+00:00,1.0,3052.0
a31c896f,Grocery & food stores,2033-08-21 00:00:00+00:00,GB,small,0,0,0,5784538,2042-06-22 00:00:00+00:00,0.0,3227.0
8f11a1cb,Merchandise,2033-08-29 00:00:00+00:00,GB,small,0,0,0,15297743,2042-06-22 00:00:00+00:00,0.0,3219.0
81863736,Others,2033-12-05 00:00:00+00:00,CA,small,0,0,0,5302879,2042-06-22 00:00:00+00:00,0.0,3121.0
cca9c244,Merchandise,2030-11-07 00:00:00+00:00,US,small,4822402,0,0,4822402,2042-06-22 00:00:00+00:00,1.0,4245.0
afb3b688,Software,2033-09-05 00:00:00+00:00,US,small,0,0,0,170934014,2042-06-22 00:00:00+00:00,0.0,3212.0
cee7b2cd,Education,2032-10-02 00:00:00+00:00,US,small,10264407,0,0,10264407,2042-06-22 00:00:00+00:00,1.0,3550.0
27bbc89c,Software,2032-10-16 00:00:00+00:00,US,small,11350948,0,0,13253046,2042-06-22 00:00:00+00:00,0.8564784276761734,3536.0
abd3b263,Others,2033-10-28 00:00:00+00:00,US,small,64219009,0,0,124732826,2042-06-22 00:00:00+00:00,0.5148525136438422,3159.0
f71b1129,Software,2032-08-21 00:00:00+00:00,US,small,43779337,0,0,83905513,2042-06-22 00:00:00+00:00,0.5217694932632139,3592.0
92b9190e,Software,2036-12-17 00:00:00+00:00,GB,small,136003942,85817931,0,137012197,2042-06-22 00:00:00+00:00,0.9926411296068772,2013.0
f081a448,Software,2034-02-28 00:00:00+00:00,CA,small,0,0,0,4539736,2042-05-31 00:00:00+00:00,0.0,3036.0
f4e92df3,Software,2032-08-21 00:00:00+00:00,US,small,954270,0,0,954270,2042-06-20 00:00:00+00:00,1.0,3592.0
72ff810a,Software,2032-01-30 00:00:00+00:00,US,small,0,0,0,557642840,2042-06-22 00:00:00+00:00,0.0,3796.0
41029055,Merchandise,2032-03-30 00:00:00+00:00,US,small,1000070,0,0,1000070,2042-06-22 00:00:00+00:00,1.0,3736.0
37b3f38d,Business services,2036-01-19 00:00:00+00:00,CA,small,177972,0,0,194060,2042-06-21 00:00:00+00:00,0.9170978048026384,2346.0
23f63a45,Software,2033-07-10 00:00:00+00:00,US,small,1910821,0,0,1910821,2042-06-21 00:00:00+00:00,1.0,3269.0
9b1469ac,Electronics,2036-10-04 00:00:00+00:00,US,small,0,0,0,504940,2042-05-01 00:00:00+00:00,0.0,2087.0
a2f9c1e8,Business services,2033-11-29 00:00:00+00:00,US,small,0,0,0,1188400,2042-06-21 00:00:00+00:00,0.0,3127.0
0bd6e72e,Personal services,2033-11-17 00:00:00+00:00,US,small,0,0,0,1224700,2042-06-08 00:00:00+00:00,0.0,3139.0
1742369f,Digital goods,2033-10-24 00:00:00+00:00,US,small,0,0,0,278856,2042-06-22 00:00:00+00:00,0.0,3163.0
c82a194a,Digital goods,2036-10-05 00:00:00+00:00,US,small,0,0,0,4006041,2042-06-22 00:00:00+00:00,0.0,2086.0
5f729e1b,Charity,2034-10-01 00:00:00+00:00,US,small,2288500,0,0,5642556,2042-06-22 00:00:00+00:00,0.40557860657475087,2821.0
3b46956f,Software,2034-10-07 00:00:00+00:00,IE,small,380033,72903,0,380033,2042-06-14 00:00:00+00:00,1.0,2815.0
b13a7165,Grocery & food stores,2034-01-22 00:00:00+00:00,US,small,0,0,0,492775,2042-06-20 00:00:00+00:00,0.0,3073.0
eff84b86,Business services,2034-01-30 00:00:00+00:00,CA,small,2984668,0,0,3576505,2042-06-16 00:00:00+00:00,0.8345208520608807,3065.0
c4ba33ab,Charity,2034-02-04 00:00:00+00:00,US,small,1709000,0,0,1748000,2042-06-22 00:00:00+00:00,0.9776887871853547,3060.0
82432ae8,Education,2034-03-06 00:00:00+00:00,US,small,0,0,0,21919100,2042-06-16 00:00:00+00:00,0.0,3030.0
a2c2361b,"Religion, politics & other memberships",2034-07-01 00:00:00+00:00,US,small,724000,0,0,1330500,2042-06-21 00:00:00+00:00,0.5441563322059376,2913.0
6a1f8083,Construction,2034-07-23 00:00:00+00:00,CA,small,0,0,0,11534923,2042-06-22 00:00:00+00:00,0.0,2891.0
77cf48d7,Software,2034-06-25 00:00:00+00:00,US,small,12774020,0,90000,13333240,2042-06-21 00:00:00+00:00,0.9580582064074449,2919.0
